会場ID,会場名,カテゴリ,施設名,Website URL,,Google Maps URL,Google Maps URL Status
tokyo_line_cube,LINE CUBE SHIBUYA,holyPlace,スタジオ Booty 5Fサイバーエリア,http://bootyjapan.jp/tokyo/gallery/floor_05,200 OK,https://www.google.com/maps/place/Booty%E6%9D%B1%E4%BA%AC/,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,holyPlace,ローズガーデン新宿,,,https://www.google.com/maps/,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,holyPlace,浄土宗 梅窓院,https://www.baisouin.or.jp/,200 OK,https://www.google.com/maps/place/%E6%B5%84%E5%9C%9F%E5%AE%97+%E6%A2%85%E7%AA%93%E9%99%A2/,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,holyPlace,THE GARAGE (Little TAO),,,https://www.google.com/maps/place/THE+GARAGE/,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,restaurant,渋谷食堂街,https://www.google.com/maps/search/渋谷+飲食店,200 OK,https://www.google.com/maps/search/渋谷+飲食店,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,restaurant,道玄坂 鳥心,https://www.google.com/maps/search/鳥心+道玄坂+渋谷,200 OK,https://www.google.com/maps/search/鳥心+道玄坂+渋谷,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,restaurant,ひもの屋,https://www.shimonya.co.jp/,-2 Connection Error,https://www.google.com/maps/search/ひもの屋+渋谷,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,coinLocker,JR渋谷駅構内,https://www.jreast.co.jp/estation/stations/866.html,403 Forbidden,https://www.google.com/maps/search/JR渋谷駅,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,coinLocker,渋谷マークシティ,https://www.shibuya-mark-city.com/,-2 Connection Error,https://www.google.com/maps/search/渋谷マークシティ,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,coinLocker,渋谷ヒカリエ,https://www.hikarie.jp/,200 OK,https://www.google.com/maps/search/渋谷ヒカリエ,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,cafe,スターバックス 渋谷マークシティ店,https://www.starbucks.co.jp/,200 OK,https://www.google.com/maps/search/スターバックス+渋谷マークシティ,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,cafe,タリーズコーヒー 道玄坂店,https://www.tullys.co.jp/,200 OK,https://www.google.com/maps/search/タリーズコーヒー+道玄坂,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,cafe,ドトールコーヒー 渋谷駅前店,https://www.doutor.co.jp/,200 OK,https://www.google.com/maps/search/ドトールコーヒー+渋谷駅前,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,parking,渋谷マークシティ駐車場,https://www.shibuya-mark-city.com/access/,-2 Connection Error,https://www.google.com/maps/search/渋谷マークシティ+駐車場,200 OK
tokyo_line_cube,LINE CUBE SHIBUYA,parking,渋谷ヒカリエ駐車場,https://www.hikarie.jp/access/,200 OK,https://www.google.com/maps/search/渋谷ヒカリエ+駐車場,200 OK
